timestamp,traffic_level_mean
2025-08-21 12:03:00,0.779439
2025-08-21 12:06:00,0.772162
2025-08-21 12:09:00,0.777168
2025-08-21 12:12:00,0.775915
2025-08-21 12:15:00,0.770253
2025-08-21 12:18:00,0.770597
2025-08-21 12:21:00,0.762404
2025-08-21 12:24:00,0.763486
2025-08-21 12:27:00,0.767565
2025-08-21 12:30:00,0.774186
2025-08-21 12:33:00,0.775311
2025-08-21 12:36:00,0.770772
2025-08-21 12:39:00,0.769039
2025-08-21 12:42:00,0.765240
2025-08-21 12:45:00,0.760084
2025-08-21 12:48:00,0.765035
2025-08-21 12:51:00,0.768885
2025-08-21 12:54:00,0.763736
2025-08-21 12:57:00,0.766488
2025-08-21 13:00:00,0.763320
2025-08-21 13:03:00,0.761795
2025-08-21 13:06:00,0.763219
2025-08-21 13:09:00,0.761842
2025-08-21 13:12:00,0.757143
2025-08-21 13:15:00,0.755431
2025-08-21 13:18:00,0.750220
2025-08-21 13:21:00,0.751762
2025-08-21 13:24:00,0.749322
2025-08-21 13:27:00,0.744532
2025-08-21 13:30:00,0.749362
2025-08-21 13:33:00,0.748238
2025-08-21 13:36:00,0.747401
2025-08-21 13:39:00,0.746365
2025-08-21 13:42:00,0.751974
2025-08-21 13:45:00,0.743510
2025-08-21 13:48:00,0.742963
2025-08-21 13:51:00,0.738695
2025-08-21 13:54:00,0.736862
2025-08-21 13:57:00,0.740648
2025-08-21 14:00:00,0.739344
2025-08-21 14:03:00,0.738757
2025-08-21 14:06:00,0.738426
2025-08-21 14:09:00,0.735878
2025-08-21 14:12:00,0.735878
2025-08-21 14:15:00,0.732113
2025-08-21 14:18:00,0.727136
2025-08-21 14:21:00,0.722945
2025-08-21 14:24:00,0.727224
2025-08-21 14:27:00,0.731002
2025-08-21 14:30:00,0.733072
2025-08-21 14:33:00,0.730698
2025-08-21 14:36:00,0.730563
2025-08-21 14:39:00,0.727977
2025-08-21 14:42:00,0.721964
2025-08-21 14:45:00,0.723216
2025-08-21 14:48:00,0.720914
2025-08-21 14:51:00,0.717864
2025-08-21 14:54:00,0.715882
2025-08-21 14:57:00,0.721812
2025-08-21 15:00:00,0.713398
2025-08-21 15:03:00,0.715324
2025-08-21 15:06:00,0.715040
2025-08-21 15:09:00,0.706779
2025-08-21 15:12:00,0.707025
2025-08-21 15:15:00,0.702216
2025-08-21 15:18:00,0.699356
2025-08-21 15:21:00,0.706582
2025-08-21 15:24:00,0.706154
2025-08-21 15:27:00,0.710209
2025-08-21 15:30:00,0.712718
2025-08-21 15:33:00,0.718819
2025-08-21 15:36:00,0.716336
2025-08-21 15:39:00,0.711911
2025-08-21 15:42:00,0.709565
2025-08-21 15:45:00,0.709661
2025-08-21 15:48:00,0.711971
2025-08-21 15:51:00,0.717466
2025-08-21 15:54:00,0.722153
2025-08-21 15:57:00,0.722800
2025-08-21 16:00:00,0.722155
2025-08-21 16:03:00,0.719734
2025-08-21 16:06:00,0.716561
2025-08-21 16:09:00,0.728189
2025-08-21 16:12:00,0.732292
2025-08-21 16:15:00,0.734231
2025-08-21 16:18:00,0.740295
2025-08-21 16:21:00,0.738678
2025-08-21 16:24:00,0.739664
2025-08-21 16:27:00,0.742378
2025-08-21 16:30:00,0.747821
2025-08-21 16:33:00,0.751012
2025-08-21 16:36:00,0.756656
2025-08-21 16:39:00,0.759461
2025-08-21 16:42:00,0.760354
2025-08-21 16:45:00,0.762158
2025-08-21 16:48:00,0.766709
2025-08-21 16:51:00,0.773872
2025-08-21 16:54:00,0.772847
2025-08-21 16:57:00,0.776472
2025-08-21 17:00:00,0.778318
2025-08-21 17:03:00,0.779515
2025-08-21 17:06:00,0.783736
2025-08-21 17:09:00,0.787188
2025-08-21 17:12:00,0.788903
2025-08-21 17:15:00,0.796015
2025-08-21 17:18:00,0.801089
2025-08-21 17:21:00,0.807096
2025-08-21 17:24:00,0.810523
2025-08-21 17:27:00,0.813988
2025-08-21 17:30:00,0.816995
2025-08-21 17:33:00,0.821041
2025-08-21 17:36:00,0.824319
2025-08-21 17:39:00,0.834457
2025-08-21 17:42:00,0.839667
2025-08-21 17:45:00,0.841764
2025-08-21 17:48:00,0.846928
2025-08-21 17:51:00,0.847299
2025-08-21 17:54:00,0.855738
2025-08-21 17:57:00,0.861566
2025-08-21 18:00:00,0.866921
2025-08-21 18:03:00,0.865522
2025-08-21 18:06:00,0.867111
2025-08-21 18:09:00,0.869508
2025-08-21 18:12:00,0.875228
2025-08-21 18:15:00,0.876229
2025-08-21 18:18:00,0.882470
2025-08-21 18:21:00,0.880806
2025-08-21 18:24:00,0.880091
2025-08-21 18:27:00,0.877746
2025-08-21 18:30:00,0.874690
2025-08-21 18:33:00,0.878965
2025-08-21 18:36:00,0.882528
2025-08-21 18:39:00,0.885825
2025-08-21 18:42:00,0.886081
2025-08-21 18:45:00,0.885965
2025-08-21 18:48:00,0.886189
2025-08-21 18:51:00,0.889205
2025-08-21 18:54:00,0.887610
2025-08-21 18:57:00,0.884824
2025-08-21 19:00:00,0.881428
2025-08-21 19:03:00,0.888938
2025-08-21 19:06:00,0.886748
2025-08-21 19:09:00,0.883331
2025-08-21 19:12:00,0.881958
2025-08-21 19:15:00,0.884771
2025-08-21 19:18:00,0.884532
2025-08-21 19:21:00,0.882762
2025-08-21 19:24:00,0.881771
2025-08-21 19:27:00,0.878388
2025-08-21 19:30:00,0.879860
2025-08-21 19:33:00,0.883165
2025-08-21 19:36:00,0.881849
2025-08-21 19:39:00,0.884224
2025-08-21 19:42:00,0.890314
2025-08-21 19:45:00,0.885895
2025-08-21 19:48:00,0.886377
2025-08-21 19:51:00,0.886800
2025-08-21 19:54:00,0.891248
2025-08-21 19:57:00,0.892684
2025-08-21 20:00:00,0.894297
2025-08-21 20:03:00,0.897715
2025-08-21 20:06:00,0.901066
2025-08-21 20:09:00,0.904235
2025-08-21 20:12:00,0.901567
2025-08-21 20:15:00,0.900832
2025-08-21 20:18:00,0.900093
2025-08-21 20:21:00,0.899550
2025-08-21 20:24:00,0.899592
2025-08-21 20:27:00,0.901118
2025-08-21 20:30:00,0.908989
2025-08-21 20:33:00,0.909668
2025-08-21 20:36:00,0.906838
2025-08-21 20:39:00,0.912416
2025-08-21 20:42:00,0.906607
2025-08-21 20:45:00,0.907132
2025-08-21 20:48:00,0.907800
2025-08-21 20:51:00,0.912766
2025-08-21 20:54:00,0.911284
2025-08-21 20:57:00,0.912010
2025-08-21 21:00:00,0.917974
2025-08-21 21:03:00,0.917399
2025-08-21 21:06:00,0.916745
2025-08-21 21:09:00,0.918004
2025-08-21 21:12:00,0.916439
2025-08-21 21:15:00,0.917946
2025-08-21 21:18:00,0.919497
2025-08-21 21:21:00,0.922173
2025-08-21 21:24:00,0.920444
2025-08-21 21:27:00,0.919542
2025-08-21 21:30:00,0.924585
2025-08-21 21:33:00,0.924011
2025-08-21 21:36:00,0.920176
2025-08-21 21:39:00,0.923753
2025-08-21 21:42:00,0.928014
2025-08-21 21:45:00,0.930867
2025-08-21 21:48:00,0.933373
2025-08-21 21:51:00,0.935826
2025-08-21 21:54:00,0.938821
2025-08-21 21:57:00,0.937515
2025-08-21 22:00:00,0.940921
2025-08-21 22:03:00,0.945482
2025-08-21 22:06:00,0.944988
2025-08-21 22:09:00,0.946818
2025-08-21 22:12:00,0.940861
2025-08-21 22:15:00,0.939074
2025-08-21 22:18:00,0.944522
2025-08-21 22:21:00,0.948011
2025-08-21 22:24:00,0.951139
2025-08-21 22:27:00,0.951879
2025-08-21 22:30:00,0.952972
